,region,customer_lifetime_value,response,coverage,education,month,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
4184,central,5271,no,basic,high school or below,feb,employed,m,32653,suburban,married,67,4,25,0,9,personal auto,personal l1,offer1,agent,two-door car,large
4185,central,6876,no,extended,bachelor,feb,employed,m,81957,suburban,divorced,86,23,76,0,4,personal auto,personal l2,offer2,branch,four-door car,medsize
4186,central,4434,no,premium,college,jan,employed,f,83220,suburban,married,110,9,42,0,1,personal auto,personal l1,offer3,agent,four-door car,medsize
4187,north west,6747,no,basic,high school or below,feb,disabled,m,26721,suburban,divorced,65,18,64,3,2,personal auto,personal l2,offer2,agent,four-door car,medsize
4188,west region,5004,no,basic,master,feb,disabled,m,25486,rural,married,65,15,53,0,3,special auto,special l3,offer1,web,two-door car,medsize
4189,west region,9688,no,extended,high school or below,jan,employed,m,20009,suburban,single,87,7,86,1,2,corporate auto,corporate l3,offer2,branch,four-door car,small
4190,north west,4940,no,basic,bachelor,feb,unemployed,f,15102,suburban,single,71,10,85,0,3,corporate auto,corporate l3,offer1,agent,four-door car,small
4191,central,3230,yes,extended,college,jan,employed,m,62873,urban,divorced,81,0,41,0,1,special auto,special l1,offer2,call center,four-door car,medsize
4192,central,9942,no,extended,bachelor,jan,employed,m,67890,suburban,single,85,23,57,0,2,personal auto,personal l2,offer4,agent,four-door car,small
4193,central,8528,no,basic,high school or below,jan,employed,f,91099,urban,single,107,14,37,0,3,corporate auto,corporate l2,offer1,call center,suv,medsize
4194,central,38230,no,basic,bachelor,jan,employed,m,80321,rural,married,105,25,1,0,2,corporate auto,corporate l1,offer4,agent,suv,medsize
4195,west region,2396,yes,basic,bachelor,jan,unemployed,f,82878,suburban,married,66,6,71,2,1,corporate auto,corporate l3,offer2,call center,four-door car,large
4196,west region,4770,no,basic,master,jan,employed,f,76194,urban,single,119,5,85,0,1,personal auto,personal l2,offer1,agent,suv,large
4197,west region,3557,no,extended,doctor,feb,disabled,m,17272,suburban,married,93,30,58,0,1,personal auto,personal l2,offer4,call center,two-door car,medsize
4198,north west,8717,no,basic,high school or below,jan,unemployed,m,55251,suburban,married,117,5,89,1,3,personal auto,personal l1,offer1,agent,suv,medsize
4199,west region,7432,no,basic,high school or below,feb,unemployed,f,43747,suburban,single,102,27,34,0,5,corporate auto,corporate l3,offer2,call center,suv,medsize
4200,north west,7381,no,basic,bachelor,feb,employed,m,64311,urban,married,62,21,79,0,2,personal auto,personal l2,offer4,agent,four-door car,medsize
4201,east,2254,no,basic,bachelor,jan,unemployed,f,11720,suburban,single,65,3,95,1,1,personal auto,personal l3,offer1,branch,four-door car,medsize
4202,west region,21528,no,extended,bachelor,feb,disabled,m,11538,suburban,married,82,35,22,0,2,corporate auto,corporate l3,offer3,call center,four-door car,medsize
4203,central,9202,no,extended,master,jan,unemployed,m,85563,suburban,married,80,8,71,0,2,personal auto,personal l3,offer1,agent,four-door car,medsize
4204,west region,9404,no,extended,bachelor,feb,employed,f,51593,urban,married,80,5,91,2,2,personal auto,personal l2,offer1,agent,two-door car,medsize
4205,west region,6462,no,basic,bachelor,jan,unemployed,m,53610,suburban,single,65,17,41,0,2,corporate auto,corporate l2,offer4,call center,four-door car,medsize
4206,north west,24096,no,extended,bachelor,feb,unemployed,f,83496,suburban,single,97,1,40,0,2,personal auto,personal l1,offer4,web,four-door car,medsize
4207,north west,7297,no,extended,bachelor,feb,employed,m,24672,suburban,married,93,9,44,0,9,personal auto,personal l2,offer4,branch,two-door car,medsize
4208,north west,12731,yes,basic,doctor,jan,employed,m,40870,suburban,married,105,3,56,0,2,personal auto,personal l3,offer1,agent,suv,large
4209,central,5387,no,basic,bachelor,jan,employed,m,97316,urban,married,67,1,18,0,7,personal auto,personal l3,offer2,branch,two-door car,large
4210,west region,12489,no,premium,high school or below,feb,unemployed,m,35014,suburban,married,113,4,13,0,2,personal auto,personal l3,offer3,call center,four-door car,medsize
4211,central,5872,no,basic,college,feb,employed,f,77156,suburban,divorced,73,30,39,0,7,personal auto,personal l2,offer1,branch,four-door car,small
4212,north west,8628,no,basic,high school or below,jan,unemployed,f,69870,suburban,single,117,11,63,0,5,special auto,special l2,offer2,branch,suv,medsize
4213,north west,4177,no,premium,high school or below,feb,unemployed,f,93748,suburban,married,112,4,49,0,1,personal auto,personal l2,offer3,agent,four-door car,medsize
4214,central,35984,no,extended,high school or below,feb,unemployed,f,43054,suburban,single,129,2,69,0,2,corporate auto,corporate l2,offer1,agent,sports car,medsize
4215,north west,9029,no,extended,bachelor,feb,retired,f,16972,suburban,divorced,125,17,89,0,5,personal auto,personal l3,offer1,agent,suv,large
4216,north west,5718,no,basic,master,jan,employed,m,46133,rural,divorced,73,7,78,0,5,personal auto,personal l2,offer1,branch,four-door car,large
4217,central,7786,no,extended,college,feb,employed,f,83000,urban,married,97,29,76,1,6,corporate auto,corporate l2,offer1,branch,four-door car,small
4218,central,4247,no,basic,bachelor,jan,employed,m,44537,urban,married,106,13,42,0,1,corporate auto,corporate l2,offer3,branch,sports car,small
4219,east,4191,no,basic,master,jan,employed,m,77048,rural,married,103,20,41,0,1,personal auto,personal l1,offer2,agent,suv,medsize
4220,north west,4237,no,basic,bachelor,jan,retired,m,29465,suburban,married,118,24,49,1,1,personal auto,personal l3,offer1,web,suv,medsize
4221,central,4383,no,basic,master,feb,employed,m,84491,rural,single,110,0,0,0,1,personal auto,personal l1,offer4,agent,suv,medsize
4222,west region,4932,no,basic,college,feb,employed,m,74809,urban,married,61,7,35,0,3,personal auto,personal l2,offer2,branch,two-door car,small
4223,central,2960,no,basic,bachelor,feb,employed,m,92070,suburban,married,74,16,1,0,1,corporate auto,corporate l2,offer3,branch,four-door car,medsize
4224,north west,21941,no,basic,bachelor,feb,employed,f,26378,rural,married,70,22,79,1,2,personal auto,personal l3,offer2,branch,four-door car,medsize
4225,west region,14816,no,extended,master,jan,unemployed,m,95423,suburban,divorced,135,18,56,0,2,personal auto,personal l2,offer1,branch,suv,medsize
4226,west region,7521,no,premium,college,feb,unemployed,m,88432,suburban,married,104,13,20,0,3,personal auto,personal l3,offer1,branch,four-door car,small
4227,east,2560,no,basic,doctor,jan,employed,f,88059,rural,married,63,15,98,0,1,personal auto,personal l1,offer4,call center,four-door car,small
4228,north west,14226,no,premium,high school or below,jan,employed,m,65726,suburban,married,177,35,90,0,7,corporate auto,corporate l1,offer1,agent,suv,medsize
4229,west region,2359,yes,basic,bachelor,jan,disabled,f,19864,suburban,divorced,63,22,96,0,1,personal auto,personal l2,offer1,web,four-door car,medsize
4230,central,5217,yes,basic,bachelor,feb,employed,f,39854,urban,divorced,66,6,4,0,7,personal auto,personal l3,offer2,web,two-door car,medsize
4231,central,4525,yes,basic,bachelor,jan,medical leave,m,10269,urban,single,65,12,5,0,3,personal auto,personal l1,offer1,agent,two-door car,medsize
4232,west region,2943,no,extended,high school or below,jan,unemployed,f,60307,suburban,single,81,26,23,0,1,personal auto,personal l3,offer4,branch,two-door car,large
4233,north west,4170,yes,basic,master,jan,employed,f,29462,suburban,single,107,28,23,1,1,personal auto,personal l2,offer2,branch,suv,large
4234,north west,4726,no,basic,high school or below,jan,unemployed,m,53690,suburban,married,64,10,16,0,6,personal auto,personal l1,offer4,agent,four-door car,medsize
4235,west region,13786,no,basic,high school or below,jan,unemployed,f,66112,suburban,married,61,21,24,0,2,personal auto,personal l2,offer1,call center,four-door car,medsize
4236,central,2124,no,basic,bachelor,jan,unemployed,m,89529,rural,married,61,17,14,1,1,personal auto,personal l3,offer4,web,two-door car,medsize
4237,west region,30850,no,basic,high school or below,feb,disabled,m,25503,suburban,married,115,12,59,0,2,personal auto,personal l3,offer2,branch,suv,medsize
4238,central,5465,no,basic,bachelor,jan,employed,f,54422,rural,married,68,9,8,0,5,corporate auto,corporate l3,offer1,branch,four-door car,medsize
4239,north west,11196,no,extended,college,jan,employed,f,75457,rural,married,93,0,79,0,2,personal auto,personal l3,offer1,agent,four-door car,medsize
4240,central,5454,no,extended,bachelor,feb,unemployed,m,64753,suburban,divorced,82,4,77,1,3,corporate auto,corporate l3,offer1,branch,two-door car,large
4241,central,4328,no,basic,high school or below,feb,employed,m,72531,suburban,married,109,35,20,1,1,personal auto,personal l2,offer2,call center,sports car,medsize
4242,west region,5087,no,basic,bachelor,jan,employed,m,22726,suburban,married,65,25,73,0,3,personal auto,personal l2,offer2,branch,four-door car,medsize
4243,north west,9123,no,basic,bachelor,jan,employed,m,70737,suburban,married,114,25,12,0,4,corporate auto,corporate l3,offer4,web,suv,medsize
4244,east,8927,no,basic,college,feb,medical leave,m,29136,suburban,divorced,118,16,72,0,9,corporate auto,corporate l1,offer1,agent,suv,large
4245,central,8564,no,premium,bachelor,feb,disabled,m,23506,suburban,single,113,0,27,0,9,personal auto,personal l3,offer1,branch,four-door car,medsize
4246,north west,5514,no,basic,high school or below,jan,employed,f,23218,suburban,single,71,7,10,0,4,personal auto,personal l2,offer4,agent,two-door car,medsize
4247,central,8382,yes,basic,high school or below,feb,retired,m,19683,suburban,married,117,17,41,1,9,personal auto,personal l2,offer1,web,sports car,medsize
4248,west region,5577,no,basic,bachelor,feb,employed,m,70190,rural,single,71,20,22,0,3,corporate auto,corporate l3,offer1,agent,two-door car,medsize
4249,west region,3821,no,extended,college,jan,employed,f,79189,rural,married,95,20,50,0,1,corporate auto,corporate l2,offer2,branch,two-door car,small
4250,north west,3979,no,basic,bachelor,feb,unemployed,m,50456,suburban,single,116,32,57,0,1,personal auto,personal l3,offer1,branch,sports car,medsize
4251,central,7573,no,premium,high school or below,feb,unemployed,m,46470,suburban,single,110,6,37,0,6,corporate auto,corporate l3,offer1,agent,four-door car,large
4252,north west,2555,no,basic,college,feb,unemployed,f,49056,suburban,single,72,14,24,0,1,personal auto,personal l2,offer2,agent,four-door car,large
4253,north west,7422,no,basic,high school or below,jan,employed,m,23617,suburban,married,189,0,47,0,1,personal auto,personal l1,offer3,agent,luxury car,small
4254,central,7060,no,extended,high school or below,jan,employed,m,85412,rural,divorced,88,33,92,0,3,personal auto,personal l1,offer1,call center,four-door car,medsize
4255,central,2912,no,basic,college,jan,employed,f,93403,urban,divorced,73,18,32,0,1,personal auto,personal l2,offer2,web,four-door car,small
4256,central,22185,no,basic,master,feb,employed,f,60426,rural,single,62,0,97,0,2,corporate auto,corporate l2,offer1,call center,two-door car,medsize
4257,east,11318,no,extended,college,feb,employed,m,38923,rural,married,99,6,83,2,2,personal auto,personal l3,offer1,agent,four-door car,medsize
4258,west region,38496,no,extended,high school or below,feb,employed,f,48409,urban,single,124,13,60,0,2,special auto,special l3,offer1,agent,suv,medsize
4259,central,11218,no,extended,high school or below,jan,employed,f,69268,rural,married,93,31,20,0,2,personal auto,personal l1,offer2,agent,two-door car,medsize
4260,west region,28824,no,extended,bachelor,feb,unemployed,f,83629,suburban,single,87,13,3,1,2,corporate auto,corporate l3,offer1,agent,four-door car,medsize
4261,west region,7324,no,premium,bachelor,feb,unemployed,f,69076,suburban,single,105,4,98,0,6,special auto,special l2,offer1,branch,two-door car,medsize
4262,east,4194,no,basic,college,feb,unemployed,m,63666,suburban,single,64,0,60,3,4,special auto,special l3,offer1,branch,two-door car,medsize
4263,north west,2574,yes,basic,master,jan,employed,f,34990,rural,single,65,23,73,0,1,personal auto,personal l3,offer2,web,four-door car,medsize
4264,north west,12590,no,premium,college,jan,employed,m,62575,suburban,married,106,5,21,0,2,personal auto,personal l1,offer2,call center,two-door car,medsize
4265,north west,4165,no,premium,bachelor,jan,employed,m,58299,suburban,married,105,24,22,1,1,personal auto,personal l3,offer1,branch,four-door car,medsize
4266,west region,31934,no,basic,bachelor,jan,employed,f,56516,suburban,married,199,26,46,0,2,personal auto,personal l3,offer2,call center,luxury suv,medsize
4267,west region,7089,no,extended,bachelor,jan,employed,m,28121,suburban,divorced,90,16,0,0,4,personal auto,personal l1,offer2,agent,two-door car,medsize
4268,north west,7661,no,extended,bachelor,feb,employed,m,66726,urban,married,97,3,60,1,7,personal auto,personal l2,offer2,call center,two-door car,medsize
4269,north west,18542,no,basic,college,jan,unemployed,f,36355,suburban,married,72,30,48,0,2,corporate auto,corporate l2,offer4,agent,four-door car,small
4270,west region,2867,yes,extended,bachelor,jan,retired,f,23376,suburban,divorced,78,19,18,0,1,personal auto,personal l3,offer2,call center,four-door car,medsize
4271,north west,2551,yes,basic,master,jan,employed,m,79751,suburban,married,63,15,67,0,1,personal auto,personal l3,offer3,web,two-door car,small
4272,east,2577,no,basic,bachelor,feb,employed,f,49467,suburban,divorced,65,1,96,0,1,personal auto,personal l3,offer1,call center,two-door car,small
4273,east,8609,yes,basic,bachelor,jan,employed,f,79090,urban,married,107,2,74,0,3,personal auto,personal l1,offer2,branch,suv,medsize
4274,north west,7316,no,basic,college,jan,employed,f,30493,rural,married,62,15,56,1,2,personal auto,personal l3,offer1,branch,two-door car,medsize
4275,east,32467,no,premium,doctor,jan,employed,m,37675,suburban,single,104,23,18,0,2,corporate auto,corporate l3,offer3,agent,four-door car,medsize
4276,north west,5061,no,basic,bachelor,feb,employed,f,59216,urban,married,64,0,66,2,7,personal auto,personal l3,offer2,branch,four-door car,large
4277,central,3135,no,extended,college,jan,unemployed,m,41704,suburban,single,91,12,6,0,1,corporate auto,corporate l3,offer2,call center,four-door car,small
4278,central,3595,no,basic,high school or below,jan,unemployed,f,51966,suburban,single,103,20,43,0,1,corporate auto,corporate l3,offer2,call center,sports car,medsize
4279,east,2842,no,basic,doctor,jan,employed,f,43793,rural,married,71,8,31,0,1,personal auto,personal l2,offer2,agent,four-door car,medsize
4280,central,13770,yes,premium,high school or below,feb,employed,f,59207,suburban,single,116,23,21,0,2,personal auto,personal l3,offer1,agent,four-door car,medsize
4281,west region,7535,no,basic,doctor,jan,employed,m,37496,suburban,single,65,1,36,0,2,corporate auto,corporate l2,offer3,agent,two-door car,small
4282,west region,18039,no,basic,college,jan,unemployed,f,45282,suburban,single,63,28,82,0,2,personal auto,personal l3,offer3,web,four-door car,medsize
